global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
3263,n1906-033,63,2:compound-or-multiword,kha-n1906-002408,pan-'tien-said,pan-'tien-said,noun,compound,167,0.975,no,pending,yes
3264,n1906-033,64,2:compound-or-multiword,kha-n1906-002364,pang-at-top,pang-at-top,verb,compound,165,0.975,no,pending,yes
3265,n1906-033,65,2:compound-or-multiword,kha-n1906-002365,pang-bhnr,pang-bhnr,verb,compound,165,0.975,no,pending,yes
3266,n1906-033,66,2:compound-or-multiword,kha-n1906-002371,pang-iap-iong,pang-iap-iong,noun,compound,165,0.975,no,pending,yes
3267,n1906-033,67,2:compound-or-multiword,kha-n1906-002372,pang-iapshiliang,pang-iapshiliang,verb,compound,165,0.975,no,pending,yes
3268,n1906-033,68,2:compound-or-multiword,kha-n1906-002366,pang-khlieh,pang-khlieh,verb,compound,165,0.975,no,pending,yes
3269,n1906-033,69,2:compound-or-multiword,kha-n1906-002410,para-briew,para-briew,noun,compound,168,0.975,no,pending,yes
3270,n1906-033,70,2:compound-or-multiword,kha-n1906-002411,para-ksiew,para-ksiew,noun,compound,168,0.975,no,pending,yes
3271,n1906-033,71,2:compound-or-multiword,kha-n1906-002412,para-kynsi,para-kynsi,noun,compound,168,0.975,no,pending,yes
3272,n1906-033,72,2:compound-or-multiword,kha-n1906-002415,para-shongkha,para-shongkha,noun,compound,168,0.975,no,pending,yes
3273,n1906-033,73,2:compound-or-multiword,kha-n1906-002416,para-trai,para-trai,noun,compound,168,0.975,no,pending,yes
3274,n1906-033,74,2:compound-or-multiword,kha-n1906-002418,parum-pareh,parum-pareh,adjective,compound,168,0.975,no,pending,yes
3275,n1906-033,75,2:compound-or-multiword,kha-n1906-002434,paten gbynriew,paten gbynriew,noun,phrase,169,0.975,no,pending,yes
3276,n1906-033,76,2:compound-or-multiword,kha-n1906-002436,pateng-la-pateng,pateng-la-pateng,adverb,compound,169,0.975,no,pending,yes
3277,n1906-033,77,2:compound-or-multiword,kha-n1906-002435,pateng-pateng,pateng-pateng,adverb,reduplication,169,0.975,no,pending,yes
3278,n1906-033,78,2:compound-or-multiword,kha-n1906-002489,pbet-iap,pbet-iap,verb,compound,173,0.975,no,pending,yes
3279,n1906-033,79,2:compound-or-multiword,kha-n1906-002490,pbet-lyndet,pbet-lyndet,verb,compound,173,0.975,no,pending,yes
3280,n1906-033,80,2:compound-or-multiword,kha-n1906-002498,pbiang-phiang,pbiang-phiang,verb,compound,174,0.975,no,pending,yes
3281,n1906-033,81,2:compound-or-multiword,kha-n1906-002450,pdiang-balang,pdiang-balang,verb,compound,170,0.975,no,pending,yes
3282,n1906-033,82,2:compound-or-multiword,kha-n1906-002454,'peh-dyngkhiet,'peh-dyngkhiet,noun,compound,171,0.975,no,pending,yes
3283,n1906-033,83,2:compound-or-multiword,kha-n1906-002455,'peh-sylli,'peh-sylli,noun,compound,171,0.975,no,pending,yes
3284,n1906-033,84,2:compound-or-multiword,kha-n1906-002460,peit'mat-dong,peit'mat-dong,verb,compound,171,0.975,no,pending,yes
3285,n1906-033,85,2:compound-or-multiword,kha-n1906-002466,'pet-kaw,'pet-kaw,noun,compound,171,0.975,no,pending,yes
3286,n1906-033,86,2:compound-or-multiword,kha-n1906-002475,phan-ew,phan-ew,noun,compound,172,0.975,no,pending,yes
3287,n1906-033,87,2:compound-or-multiword,kha-n1906-002474,phan-karo,phan-karo,noun,compound,172,0.975,no,pending,yes
3288,n1906-033,88,2:compound-or-multiword,kha-n1906-002476,phan-longspah,phan-longspah,noun,compound,172,0.975,no,pending,yes
3289,n1906-033,89,2:compound-or-multiword,kha-n1906-002477,phan-mongor,phan-mongor,noun,compound,172,0.975,no,pending,yes
3290,n1906-033,90,2:compound-or-multiword,kha-n1906-002479,phan-sawlia,phan-sawlia,noun,compound,172,0.975,no,pending,yes
3291,n1906-033,91,2:compound-or-multiword,kha-n1906-002478,phan-sdi,phan-sdi,noun,compound,172,0.975,no,pending,yes
3292,n1906-033,92,2:compound-or-multiword,kha-n1906-002468,'phang-er,'phang-er,noun,compound,172,0.975,no,pending,yes
3293,n1906-033,93,2:compound-or-multiword,kha-n1906-002487,phawur-phawer,phawur-phawer,adverb,compound,173,0.975,no,pending,yes
3294,n1906-033,94,2:compound-or-multiword,kha-n1906-002491,phet-tbong,phet-tbong,verb,compound,173,0.975,no,pending,yes
3295,n1906-033,95,2:compound-or-multiword,kha-n1906-002502,phir-phir,phir-phir,adverb,reduplication,174,0.975,no,pending,yes
3296,n1906-033,96,2:compound-or-multiword,kha-n1906-002504,phldn-dumdn,phldn-dumdn,verb,compound,174,0.975,no,pending,yes
3297,n1906-033,97,2:compound-or-multiword,kha-n1906-002510,phohsniew kynsha,phohsniew kynsha,verb,phrase,175,0.975,no,pending,yes
3298,n1906-033,98,2:compound-or-multiword,kha-n1906-002525,phu-iong,phu-iong,noun,compound,176,0.975,no,pending,yes
3299,n1906-033,99,2:compound-or-multiword,kha-n1906-002526,phuin-phuin,phuin-phuin,adverb,reduplication,176,0.975,no,pending,yes
3300,n1906-033,100,2:compound-or-multiword,kha-n1906-002527,phum-phum,phum-phum,adverb,reduplication,176,0.975,no,pending,yes
3301,n1906-034,1,2:compound-or-multiword,kha-n1906-002529,phylla-soi,phylla-soi,adverb,compound,177,0.975,no,pending,yes
3302,n1906-034,2,2:compound-or-multiword,kha-n1906-002535,phyrdap-lyngkor,phyrdap-lyngkor,noun,compound,177,0.975,no,pending,yes
3303,n1906-034,3,2:compound-or-multiword,kha-n1906-002541,pi-an,pi-an,adjective,compound,178,0.975,no,pending,yes
3304,n1906-034,4,2:compound-or-multiword,kha-n1906-002606,piiid-piiid,piiid-piiid,adjective,reduplication,182,0.975,no,pending,yes
3305,n1906-034,5,2:compound-or-multiword,kha-n1906-002547,pjong-pjong,pjong-pjong,adverb,reduplication,178,0.975,no,pending,yes
3306,n1906-034,6,2:compound-or-multiword,kha-n1906-002550,plain-plain,plain-plain,adverb,reduplication,179,0.975,no,pending,yes
3307,n1906-034,7,2:compound-or-multiword,kha-n1906-002554,plein-plein,plein-plein,adverb,reduplication,179,0.975,no,pending,yes
3308,n1906-034,8,2:compound-or-multiword,kha-n1906-002566,pnek-pnek,pnek-pnek,adverb,reduplication,179,0.975,no,pending,yes
3309,n1906-034,9,2:compound-or-multiword,kha-n1906-002572,poh-ia,poh-ia,adjective,compound,180,0.975,no,pending,yes
3310,n1906-034,10,2:compound-or-multiword,kha-n1906-002575,poh-rati,poh-rati,adjective,compound,180,0.975,no,pending,yes
3311,n1906-034,11,2:compound-or-multiword,kha-n1906-002576,poh-tit,poh-tit,noun,compound,180,0.975,no,pending,yes
3312,n1906-034,12,2:compound-or-multiword,kha-n1906-002577,poi-bnai,poi-bnai,verb,compound,180,0.975,no,pending,yes
3313,n1906-034,13,2:compound-or-multiword,kha-n1906-002578,poi-ktien,poi-ktien,verb,compound,180,0.975,no,pending,yes
3314,n1906-034,14,2:compound-or-multiword,kha-n1906-002580,pom-pom,pom-pom,adverb,reduplication,181,0.975,no,pending,yes
3315,n1906-034,15,2:compound-or-multiword,kha-n1906-002579,pomblang-u-dkhar,pomblang-u-dkhar,noun,compound,181,0.975,no,pending,yes
3316,n1906-034,16,2:compound-or-multiword,kha-n1906-002587,prie-umksang,prie-umksang,verb,compound,181,0.975,no,pending,yes
3317,n1906-034,17,2:compound-or-multiword,kha-n1906-002591,proh-jingmnt,proh-jingmnt,adjective,compound,181,0.975,no,pending,yes
3318,n1906-034,18,2:compound-or-multiword,kha-n1906-002594,prup-prap,prup-prap,adverb,compound,182,0.975,no,pending,yes
3319,n1906-034,19,2:compound-or-multiword,kha-n1906-002600,pud-piid,pud-piid,adjective,compound,182,0.975,no,pending,yes
3320,n1906-034,20,2:compound-or-multiword,kha-n1906-002604,puh-kylla,puh-kylla,verb,compound,182,0.975,no,pending,yes
3321,n1906-034,21,2:compound-or-multiword,kha-n1906-002605,pui-pui,pui-pui,noun,reduplication,182,0.975,no,pending,yes
3322,n1906-034,22,2:compound-or-multiword,kha-n1906-002607,puit-suwa,puit-suwa,noun,compound,182,0.975,no,pending,yes
3323,n1906-034,23,2:compound-or-multiword,kha-n1906-002610,pun-jingkieng,pun-jingkieng,verb,compound,183,0.975,no,pending,yes
3324,n1906-034,24,2:compound-or-multiword,kha-n1906-002602,pung-kjat,pung-kjat,noun,compound,182,0.975,no,pending,yes
3325,n1906-034,25,2:compound-or-multiword,kha-n1906-002603,pung-kti,pung-kti,noun,compound,182,0.975,no,pending,yes
3326,n1906-034,26,2:compound-or-multiword,kha-n1906-002615,pur-a-na,pur-a-na,noun,compound,183,0.975,no,pending,yes
3327,n1906-034,27,2:compound-or-multiword,kha-n1906-002626,pyllait-ksuid,pyllait-ksuid,verb,compound,184,0.975,no,pending,yes
3328,n1906-034,28,2:compound-or-multiword,kha-n1906-002625,pyllait-ktien,pyllait-ktien,verb,compound,184,0.975,no,pending,yes
3329,n1906-034,29,2:compound-or-multiword,kha-n1906-002627,pyllait-lan,pyllait-lan,verb,compound,184,0.975,no,pending,yes
3330,n1906-034,30,2:compound-or-multiword,kha-n1906-002628,pyllait-rili,pyllait-rili,verb,compound,184,0.975,no,pending,yes
3331,n1906-034,31,2:compound-or-multiword,kha-n1906-002629,pyllait-sansh'ing,pyllait-sansh'ing,verb,compound,184,0.975,no,pending,yes
3332,n1906-034,32,2:compound-or-multiword,kha-n1906-002633,pyn-adke,pyn-adke,verb,compound,184,0.975,no,pending,yes
3333,n1906-034,33,2:compound-or-multiword,kha-n1906-002634,pyn-am,pyn-am,verb,compound,184,0.975,no,pending,yes
3334,n1906-034,34,2:compound-or-multiword,kha-n1906-002635,pyn-at-khu,pyn-at-khu,verb,compound,184,0.975,no,pending,yes
3335,n1906-034,35,2:compound-or-multiword,kha-n1906-002636,pyn-atshyntur,pyn-atshyntur,verb,compound,184,0.975,no,pending,yes
3336,n1906-034,36,2:compound-or-multiword,kha-n1906-002649,pyn-iar,pyn-iar,verb,compound,185,0.975,no,pending,yes
3337,n1906-034,37,2:compound-or-multiword,kha-n1906-002644,pyn-ngat,pyn-ngat,verb,compound,185,0.975,no,pending,yes
3338,n1906-034,38,2:compound-or-multiword,kha-n1906-002653,pyn-ong,pyn-ong,verb,compound,185,0.975,no,pending,yes
3339,n1906-034,39,2:compound-or-multiword,kha-n1906-002645,pynhiar-kput,pynhiar-kput,verb,compound,185,0.975,no,pending,yes
3340,n1906-034,40,2:compound-or-multiword,kha-n1906-002646,pynhiar-myesiem,pynhiar-myesiem,verb,compound,185,0.975,no,pending,yes
3341,n1906-034,41,2:compound-or-multiword,kha-n1906-002647,pynhiar-synjat,pynhiar-synjat,verb,compound,185,0.975,no,pending,yes
3342,n1906-034,42,2:compound-or-multiword,kha-n1906-002641,pynkhiiid-dar,pynkhiiid-dar,verb,compound,185,0.975,no,pending,yes
3343,n1906-034,43,2:compound-or-multiword,kha-n1906-002655,pynryngkang-par,pynryngkang-par,verb,compound,185,0.975,no,pending,yes
3344,n1906-034,44,2:compound-or-multiword,kha-n1906-002656,pynshfid'khaw-iang,pynshfid'khaw-iang,verb,compound,185,0.975,no,pending,yes
3345,n1906-034,45,2:compound-or-multiword,kha-n1906-002668,pyr-em,pyr-em,noun,compound,186,0.975,no,pending,yes
3346,n1906-034,46,2:compound-or-multiword,kha-n1906-002669,pyr-en,pyr-en,adverb,compound,186,0.975,no,pending,yes
3347,n1906-034,47,2:compound-or-multiword,kha-n1906-002673,pyrsa-ksiew,pyrsa-ksiew,noun,compound,186,0.975,no,pending,yes
3348,n1906-034,48,2:compound-or-multiword,kha-n1906-002681,pyrta shnong,pyrta shnong,verb,phrase,187,0.975,no,pending,yes
3349,n1906-034,49,2:compound-or-multiword,kha-n1906-002693,'rad-bah,'rad-bah,noun,compound,187,0.975,no,pending,yes
3350,n1906-034,50,2:compound-or-multiword,kha-n1906-002695,rang-'iar-khad,rang-'iar-khad,noun,compound,188,0.975,no,pending,yes
3351,n1906-034,51,2:compound-or-multiword,kha-n1906-002730,reng-ngap,reng-ngap,noun,compound,190,0.975,no,pending,yes
3352,n1906-034,52,2:compound-or-multiword,kha-n1906-002760,'ri-rdj,'ri-rdj,noun,compound,193,0.975,no,pending,yes
3353,n1906-034,53,2:compound-or-multiword,kha-n1906-002767,ri-war,ri-war,noun,compound,193,0.975,no,pending,yes
3354,n1906-034,54,2:compound-or-multiword,kha-n1906-002748,ring-dong,ring-dong,verb,compound,193,0.975,no,pending,yes
3355,n1906-034,55,2:compound-or-multiword,kha-n1906-002766,rit-jingmut,rit-jingmut,adjective,compound,193,0.975,no,pending,yes
3356,n1906-034,56,2:compound-or-multiword,kha-n1906-002770,rmiang shyntur,rmiang shyntur,noun,phrase,194,0.950,no,pending,yes
3357,n1906-034,57,2:compound-or-multiword,kha-n1906-002810,rwai-mylluug,rwai-mylluug,verb,compound,196,0.975,no,pending,yes
3358,n1906-034,58,2:compound-or-multiword,kha-n1906-002828,ryadang-kti,ryadang-kti,noun,compound,197,0.975,no,pending,yes
3359,n1906-034,59,2:compound-or-multiword,kha-n1906-002829,ryn-ieng,ryn-ieng,noun,compound,197,0.975,no,pending,yes
3360,n1906-034,60,2:compound-or-multiword,kha-n1906-002823,ryngmang-ryngmang,ryngmang-ryngmang,adverb,reduplication,197,0.975,no,pending,yes
3361,n1906-034,61,2:compound-or-multiword,kha-n1906-002870,s'aid-ding,s'aid-ding,verb,compound,201,0.975,no,pending,yes
3362,n1906-034,62,2:compound-or-multiword,kha-n1906-002873,s'aid-sngi,s'aid-sngi,verb,compound,201,0.975,no,pending,yes
3363,n1906-034,63,2:compound-or-multiword,kha-n1906-003243,s'iem-iong,s'iem-iong,noun,compound,224,0.975,no,pending,yes
3364,n1906-034,64,2:compound-or-multiword,kha-n1906-003244,s'iem-lieh,s'iem-lieh,noun,compound,224,0.975,no,pending,yes
3365,n1906-034,65,2:compound-or-multiword,kha-n1906-003245,s'iem-sad,s'iem-sad,noun,compound,224,0.975,no,pending,yes
3366,n1906-034,66,2:compound-or-multiword,kha-n1906-003246,s'iem-shillong,s'iem-shillong,noun,compound,224,0.975,no,pending,yes
3367,n1906-034,67,2:compound-or-multiword,kha-n1906-002912,sa-tdani,sa-tdani,adverb,compound,203,0.975,no,pending,yes
3368,n1906-034,68,2:compound-or-multiword,kha-n1906-002862,sah-daifimur,sah-daifimur,noun,compound,200,0.975,no,pending,yes
3369,n1906-034,69,2:compound-or-multiword,kha-n1906-002865,sah-nang-ang,sah-nang-ang,verb,compound,200,0.975,no,pending,yes
3370,n1906-034,70,2:compound-or-multiword,kha-n1906-002866,sah-teng,sah-teng,noun,compound,200,0.975,no,pending,yes
3371,n1906-034,71,2:compound-or-multiword,kha-n1906-002878,'sai-ryndia,'sai-ryndia,noun,compound,201,0.975,no,pending,yes
3372,n1906-034,72,2:compound-or-multiword,kha-n1906-002880,'sai-steis,'sai-steis,noun,compound,201,0.975,no,pending,yes
3373,n1906-034,73,2:compound-or-multiword,kha-n1906-002869,said-ksan,said-ksan,verb,compound,201,0.975,no,pending,yes
3374,n1906-034,74,2:compound-or-multiword,kha-n1906-002871,said-lah,said-lah,verb,compound,201,0.975,no,pending,yes
3375,n1906-034,75,2:compound-or-multiword,kha-n1906-002872,said-lwet,said-lwet,verb,compound,201,0.975,no,pending,yes
3376,n1906-034,76,2:compound-or-multiword,kha-n1906-002874,said-thma,said-thma,verb,compound,201,0.975,no,pending,yes
3377,n1906-034,77,2:compound-or-multiword,kha-n1906-002887,sameh-blang,sameh-blang,noun,compound,202,0.975,no,pending,yes
3378,n1906-034,78,2:compound-or-multiword,kha-n1906-002911,sat-hyrsia,sat-hyrsia,adjective,compound,203,0.975,no,pending,yes
3379,n1906-034,79,2:compound-or-multiword,kha-n1906-002919,sat-syllang,sat-syllang,adjective,compound,204,0.975,no,pending,yes
3380,n1906-034,80,2:compound-or-multiword,kha-n1906-002916,sati-synjat,sati-synjat,noun,compound,204,0.975,no,pending,yes
3381,n1906-034,81,2:compound-or-multiword,kha-n1906-002923,saw-ka-siau,saw-ka-siau,phrase,compound,204,0.975,no,pending,yes
3382,n1906-034,82,2:compound-or-multiword,kha-n1906-002929,saw-saw-mynsiem,saw-saw-mynsiem,adjective,reduplication,204,0.975,no,pending,yes
3383,n1906-034,83,2:compound-or-multiword,kha-n1906-002924,sawiah-bseifi,sawiah-bseifi,noun,compound,204,0.975,no,pending,yes
3384,n1906-034,84,2:compound-or-multiword,kha-n1906-002879,'sdi-siej,'sdi-siej,noun,compound,201,0.975,no,pending,yes
3385,n1906-034,85,2:compound-or-multiword,kha-n1906-002948,'seh-khleifi,'seh-khleifi,noun,compound,206,0.975,no,pending,yes
3386,n1906-034,86,2:compound-or-multiword,kha-n1906-002950,sei lapeh,sei lapeh,adjective,phrase,206,0.975,no,pending,yes
3387,n1906-034,87,2:compound-or-multiword,kha-n1906-003094,sh'ing-budlum,sh'ing-budlum,noun,compound,214,0.975,no,pending,yes
3388,n1906-034,88,2:compound-or-multiword,kha-n1906-003038,sha-pushi,sha-pushi,noun,compound,210,0.975,no,pending,yes
3389,n1906-034,89,2:compound-or-multiword,kha-n1906-002983,shaba kurat,shaba kurat,noun,phrase,208,0.975,no,pending,yes
3390,n1906-034,90,2:compound-or-multiword,kha-n1906-003003,shah-jing-it,shah-jing-it,verb,compound,209,0.975,no,pending,yes
3391,n1906-034,91,2:compound-or-multiword,kha-n1906-003006,shai-byrngut,shai-byrngut,verb,compound,209,0.975,no,pending,yes
3392,n1906-034,92,2:compound-or-multiword,kha-n1906-003017,shalyng-ur,shalyng-ur,noun,compound,209,0.975,no,pending,yes
3393,n1906-034,93,2:compound-or-multiword,kha-n1906-003020,sham-sham,sham-sham,adjective,reduplication,210,0.975,no,pending,yes
3394,n1906-034,94,2:compound-or-multiword,kha-n1906-003033,shano-re-shano,shano-re-shano,adverb,compound,210,0.975,no,pending,yes
3395,n1906-034,95,2:compound-or-multiword,kha-n1906-003032,shano-shano,shano-shano,adverb,reduplication,210,0.975,no,pending,yes
3396,n1906-034,96,2:compound-or-multiword,kha-n1906-003049,shat-khmaf,shat-khmaf,verb,compound,211,0.975,no,pending,yes
3397,n1906-034,97,2:compound-or-multiword,kha-n1906-003053,shatri-jain,shatri-jain,noun,compound,211,0.975,no,pending,yes
3398,n1906-034,98,2:compound-or-multiword,kha-n1906-003056,shawei-sha-ar,shawei-sha-ar,adverb,compound,211,0.975,no,pending,yes
3399,n1906-034,99,2:compound-or-multiword,kha-n1906-003030,shdn-mohor,shdn-mohor,noun,compound,210,0.975,no,pending,yes
3400,n1906-034,100,2:compound-or-multiword,kha-n1906-003063,shem-duk,shem-duk,verb,compound,212,0.975,no,pending,yes
3401,n1906-035,1,2:compound-or-multiword,kha-n1906-003064,shem-pap,shem-pap,verb,compound,212,0.975,no,pending,yes
3402,n1906-035,2,2:compound-or-multiword,kha-n1906-003067,shen-shen,shen-shen,adverb,reduplication,212,0.975,no,pending,yes
3403,n1906-035,3,2:compound-or-multiword,kha-n1906-003071,shet-jakai,shet-jakai,verb,compound,212,0.975,no,pending,yes
3404,n1906-035,4,2:compound-or-multiword,kha-n1906-003070,shet-kylla,shet-kylla,verb,compound,212,0.975,no,pending,yes
3405,n1906-035,5,2:compound-or-multiword,kha-n1906-003130,shi wait,shi wait,noun,phrase,216,0.975,no,pending,yes
3406,n1906-035,6,2:compound-or-multiword,kha-n1906-003091,shi-dur,shi-dur,adjective,compound,214,0.975,no,pending,yes
3407,n1906-035,7,2:compound-or-multiword,kha-n1906-003095,shi-hali,shi-hali,noun,compound,214,0.975,no,pending,yes
3408,n1906-035,8,2:compound-or-multiword,kha-n1906-003096,shi-hara,shi-hara,noun,compound,214,0.975,no,pending,yes
3409,n1906-035,9,2:compound-or-multiword,kha-n1906-003097,shi-hud,shi-hud,noun,compound,214,0.975,no,pending,yes
3410,n1906-035,10,2:compound-or-multiword,kha-n1906-003098,shi-iing-shisem,shi-iing-shisem,noun,compound,214,0.975,no,pending,yes
3411,n1906-035,11,2:compound-or-multiword,kha-n1906-003099,shi-jhap,shi-jhap,noun,compound,214,0.975,no,pending,yes
3412,n1906-035,12,2:compound-or-multiword,kha-n1906-003080,shi-kaddei,shi-kaddei,adverb,compound,213,0.975,no,pending,yes
3413,n1906-035,13,2:compound-or-multiword,kha-n1906-003081,shi-katta,shi-katta,adverb,compound,213,0.975,no,pending,yes
3414,n1906-035,14,2:compound-or-multiword,kha-n1906-003087,shi-kur,shi-kur,noun,compound,214,0.975,no,pending,yes
3415,n1906-035,15,2:compound-or-multiword,kha-n1906-003088,shi-kuro,shi-kuro,noun,compound,214,0.975,no,pending,yes
3416,n1906-035,16,2:compound-or-multiword,kha-n1906-003103,shi-lnger,shi-lnger,noun,compound,214,0.975,no,pending,yes
3417,n1906-035,17,2:compound-or-multiword,kha-n1906-003106,shi-mat,shi-mat,noun,compound,215,0.975,no,pending,yes
3418,n1906-035,18,2:compound-or-multiword,kha-n1906-003107,shi-met,shi-met,adverb,compound,215,0.975,no,pending,yes
3419,n1906-035,19,2:compound-or-multiword,kha-n1906-003110,shi-mynsiem,shi-mynsiem,adverb,compound,215,0.975,no,pending,yes
3420,n1906-035,20,2:compound-or-multiword,kha-n1906-003113,shi-piam,shi-piam,noun,compound,215,0.975,no,pending,yes
3421,n1906-035,21,2:compound-or-multiword,kha-n1906-003114,shi-piam-star,shi-piam-star,noun,compound,215,0.975,no,pending,yes
3422,n1906-035,22,2:compound-or-multiword,kha-n1906-003092,shi-rukom,shi-rukom,adjective,compound,214,0.975,no,pending,yes
3423,n1906-035,23,2:compound-or-multiword,kha-n1906-003117,shi-ryn-ieng,shi-ryn-ieng,adverb,compound,215,0.975,no,pending,yes
3424,n1906-035,24,2:compound-or-multiword,kha-n1906-003122,shi-tda,shi-tda,noun,compound,216,0.975,no,pending,yes
3425,n1906-035,25,2:compound-or-multiword,kha-n1906-003129,shi-tyllup,shi-tyllup,adverb,compound,216,0.975,no,pending,yes
3426,n1906-035,26,2:compound-or-multiword,kha-n1906-003074,shiah-buit,shiah-buit,noun,compound,213,0.975,no,pending,yes
3427,n1906-035,27,2:compound-or-multiword,kha-n1906-003200,shiin-thlongmluh-thlongsying,shiin-thlongmluh-thlongsying,phrase,compound,221,0.975,no,pending,yes
3428,n1906-035,28,2:compound-or-multiword,kha-n1906-003100,shiliang-khmat,shiliang-khmat,adverb,compound,214,0.975,no,pending,yes
3429,n1906-035,29,2:compound-or-multiword,kha-n1906-003101,shiliang-shiliang,shiliang-shiliang,noun,reduplication,214,0.975,no,pending,yes
3430,n1906-035,30,2:compound-or-multiword,kha-n1906-003104,shim-bteng,shim-bteng,verb,compound,214,0.975,no,pending,yes
3431,n1906-035,31,2:compound-or-multiword,kha-n1906-003105,shim-khyndew,shim-khyndew,verb,compound,215,0.975,no,pending,yes
3432,n1906-035,32,2:compound-or-multiword,kha-n1906-003108,shim-shah,shim-shah,verb,compound,215,0.975,no,pending,yes
3433,n1906-035,33,2:compound-or-multiword,kha-n1906-003109,shim-siew,shim-siew,verb,compound,215,0.975,no,pending,yes
3434,n1906-035,34,2:compound-or-multiword,kha-n1906-003123,shit-dang,shit-dang,verb,compound,216,0.975,no,pending,yes
3435,n1906-035,35,2:compound-or-multiword,kha-n1906-003128,shit-rhem,shit-rhem,verb,compound,216,0.975,no,pending,yes
3436,n1906-035,36,2:compound-or-multiword,kha-n1906-002997,shiul-sawangki,shiul-sawangki,verb,compound,209,0.975,no,pending,yes
3437,n1906-035,37,2:compound-or-multiword,kha-n1906-003175,shoh-'niangkur,shoh-'niangkur,verb,compound,219,0.975,no,pending,yes
3438,n1906-035,38,2:compound-or-multiword,kha-n1906-003173,shoh-dap,shoh-dap,verb,compound,219,0.975,no,pending,yes
3439,n1906-035,39,2:compound-or-multiword,kha-n1906-003174,shoh-dohkha,shoh-dohkha,verb,compound,219,0.975,no,pending,yes
3440,n1906-035,40,2:compound-or-multiword,kha-n1906-003176,shoh-noh,shoh-noh,verb,compound,219,0.975,no,pending,yes
3441,n1906-035,41,2:compound-or-multiword,kha-n1906-003177,shoh-samthiah,shoh-samthiah,verb,compound,219,0.975,no,pending,yes
3442,n1906-035,42,2:compound-or-multiword,kha-n1906-003178,shoh-thah,shoh-thah,noun,compound,219,0.975,no,pending,yes
3443,n1906-035,43,2:compound-or-multiword,kha-n1906-003143,shong-basa,shong-basa,verb,compound,217,0.975,no,pending,yes
3444,n1906-035,44,2:compound-or-multiword,kha-n1906-003157,shong-dor,shong-dor,verb,compound,218,0.975,no,pending,yes
3445,n1906-035,45,2:compound-or-multiword,kha-n1906-003161,shong-fiiangrait-hoh,shong-fiiangrait-hoh,adjective,compound,218,0.975,no,pending,yes
3446,n1906-035,46,2:compound-or-multiword,kha-n1906-003145,shong-kha,shong-kha,verb,compound,217,0.975,no,pending,yes
3447,n1906-035,47,2:compound-or-multiword,kha-n1906-003158,shong-lyng-ngeit,shong-lyng-ngeit,verb,compound,218,0.975,no,pending,yes
3448,n1906-035,48,2:compound-or-multiword,kha-n1906-003159,shong-mangkariang,shong-mangkariang,adjective,compound,218,0.975,no,pending,yes
3449,n1906-035,49,2:compound-or-multiword,kha-n1906-003160,shong-niang-raitliang,shong-niang-raitliang,adjective,compound,218,0.975,no,pending,yes
3450,n1906-035,50,2:compound-or-multiword,kha-n1906-003162,shong-per,shong-per,adjective,compound,218,0.975,no,pending,yes
3451,n1906-035,51,2:compound-or-multiword,kha-n1906-003163,shong-rait-hoh,shong-rait-hoh,adjective,compound,218,0.975,no,pending,yes
3452,n1906-035,52,2:compound-or-multiword,kha-n1906-003168,shong-shiliangkhmat,shong-shiliangkhmat,adjective,compound,218,0.975,no,pending,yes
3453,n1906-035,53,2:compound-or-multiword,kha-n1906-003166,shong-sngi,shong-sngi,verb,compound,218,0.975,no,pending,yes
3454,n1906-035,54,2:compound-or-multiword,kha-n1906-003172,shong-thap,shong-thap,verb,compound,219,0.975,no,pending,yes
3455,n1906-035,55,2:compound-or-multiword,kha-n1906-003152,shongkyllaifi-mungor,shongkyllaifi-mungor,verb,compound,218,0.975,no,pending,yes
3456,n1906-035,56,2:compound-or-multiword,kha-n1906-003197,shun-dewiong,shun-dewiong,noun,compound,221,0.975,no,pending,yes
3457,n1906-035,57,2:compound-or-multiword,kha-n1906-003198,shun-dieng,shun-dieng,noun,compound,221,0.975,no,pending,yes
3458,n1906-035,58,2:compound-or-multiword,kha-n1906-003195,shun-kot,shun-kot,noun,compound,221,0.975,no,pending,yes
3459,n1906-035,59,2:compound-or-multiword,kha-n1906-003196,shun-kpu,shun-kpu,noun,compound,221,0.975,no,pending,yes
3460,n1906-035,60,2:compound-or-multiword,kha-n1906-003199,shun-maw,shun-maw,noun,compound,221,0.975,no,pending,yes
3461,n1906-035,61,2:compound-or-multiword,kha-n1906-003208,shyllip-nud,shyllip-nud,noun,compound,221,0.975,no,pending,yes
3462,n1906-035,62,2:compound-or-multiword,kha-n1906-003205,shyng-iar,shyng-iar,noun,compound,221,0.975,no,pending,yes
3463,n1906-035,63,2:compound-or-multiword,kha-n1906-003216,shynroin-riap,shynroin-riap,adjective,compound,222,0.975,no,pending,yes
3464,n1906-035,64,2:compound-or-multiword,kha-n1906-003239,'si-kliar,'si-kliar,noun,compound,223,0.975,no,pending,yes
3465,n1906-035,65,2:compound-or-multiword,kha-n1906-003252,'si-met,'si-met,noun,compound,225,0.975,no,pending,yes
3466,n1906-035,66,2:compound-or-multiword,kha-n1906-003235,sia-shi-sia,sia-shi-sia,adverb,compound,223,0.975,no,pending,yes
