global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
1206,n1906-013,6,1:simple-historical-word,kha-n1906-001128,kyrsbah,kyrsbah,verb,word,71,0.975,no,pending,yes
1207,n1906-013,7,1:simple-historical-word,kha-n1906-001130,kyrshung,kyrshung,adjective,word,71,0.975,no,pending,yes
1208,n1906-013,8,1:simple-historical-word,kha-n1906-001131,kyrshut,kyrshut,adjective,word,71,0.975,no,pending,yes
1209,n1906-013,9,1:simple-historical-word,kha-n1906-001132,kyrsia,kyrsia,verb,word,71,0.975,no,pending,yes
1210,n1906-013,10,1:simple-historical-word,kha-n1906-001133,kyrsiew,kyrsiew,verb,word,71,0.975,no,pending,yes
1211,n1906-013,11,1:simple-historical-word,kha-n1906-001134,kyrsih,kyrsih,verb,word,71,0.975,no,pending,yes
1212,n1906-013,12,1:simple-historical-word,kha-n1906-001136,kyrsoi,kyrsoi,verb,word,72,0.975,no,pending,yes
1213,n1906-013,13,1:simple-historical-word,kha-n1906-001135,kyrsong,kyrsong,verb,word,72,0.975,no,pending,yes
1214,n1906-013,14,1:simple-historical-word,kha-n1906-001137,kyrsuh,kyrsuh,verb,word,72,0.975,no,pending,yes
1215,n1906-013,15,1:simple-historical-word,kha-n1906-001138,kyrsum,kyrsum,verb,word,72,0.975,no,pending,yes
1216,n1906-013,16,1:simple-historical-word,kha-n1906-001139,kyrteng,kyrteng,verb,word,72,0.975,no,pending,yes
1217,n1906-013,17,1:simple-historical-word,kha-n1906-001141,kyrthat,kyrthat,verb,word,72,0.975,no,pending,yes
1218,n1906-013,18,1:simple-historical-word,kha-n1906-001140,kyrthdi,kyrthdi,verb,word,72,0.975,no,pending,yes
1219,n1906-013,19,1:simple-historical-word,kha-n1906-001142,kyrthiaw,kyrthiaw,verb,word,72,0.975,no,pending,yes
1220,n1906-013,20,1:simple-historical-word,kha-n1906-001143,kyrthom,kyrthom,verb,word,72,0.975,no,pending,yes
1221,n1906-013,21,1:simple-historical-word,kha-n1906-001144,kyrthup,kyrthup,verb,word,72,0.975,no,pending,yes
1222,n1906-013,22,1:simple-historical-word,kha-n1906-001146,kyrtiah,kyrtiah,noun,word,72,0.975,no,pending,yes
1223,n1906-013,23,1:simple-historical-word,kha-n1906-001145,kyrtiang,kyrtiang,verb,word,72,0.975,no,pending,yes
1224,n1906-013,24,1:simple-historical-word,kha-n1906-001147,kyrtoh,kyrtoh,verb,word,72,0.975,no,pending,yes
1225,n1906-013,25,1:simple-historical-word,kha-n1906-001149,kyrweng,kyrweng,adverb,word,72,0.975,no,pending,yes
1226,n1906-013,26,1:simple-historical-word,kha-n1906-001150,kyrwiang,kyrwiang,verb,word,72,0.975,no,pending,yes
1227,n1906-013,27,1:simple-historical-word,kha-n1906-001151,kyrwoh,kyrwoh,noun,word,72,0.975,no,pending,yes
1228,n1906-013,28,1:simple-historical-word,kha-n1906-000953,kyuddr,kyuddr,verb,word,62,0.975,no,pending,yes
1229,n1906-013,29,1:simple-historical-word,kha-n1906-000946,kyukaw,kyukaw,verb,word,62,0.975,no,pending,yes
1230,n1906-013,30,1:simple-historical-word,kha-n1906-001874,l'eit,l'eit,noun,word,129,0.975,no,pending,yes
1231,n1906-013,31,1:simple-historical-word,kha-n1906-001899,l'hoh,l'hoh,adjective,word,131,0.975,no,pending,yes
1232,n1906-013,32,1:simple-historical-word,kha-n1906-001926,l'iur,l'iur,noun,word,132,0.975,no,pending,yes
1233,n1906-013,33,1:simple-historical-word,kha-n1906-001769,lad,lad,noun,word,122,0.975,no,pending,yes
1234,n1906-013,34,1:simple-historical-word,kha-n1906-001770,lada,lada,conjunction,word,122,0.975,no,pending,yes
1235,n1906-013,35,1:simple-historical-word,kha-n1906-001771,ladang,ladang,conjunction,word,122,0.975,no,pending,yes
1236,n1906-013,36,1:simple-historical-word,kha-n1906-001772,lade,lade,pronoun,word,122,0.975,no,pending,yes
1237,n1906-013,37,1:simple-historical-word,kha-n1906-001780,lai,lai,adjective,word,122,0.975,no,pending,yes
1238,n1906-013,38,1:simple-historical-word,kha-n1906-001781,lain,lain,adverb,word,122,0.975,no,pending,yes
1239,n1906-013,39,1:simple-historical-word,kha-n1906-001789,laitsang,laitsang,verb,word,123,0.975,no,pending,yes
1240,n1906-013,40,1:simple-historical-word,kha-n1906-001768,lakam,lakam,noun,word,122,0.975,no,pending,yes
1241,n1906-013,41,1:simple-historical-word,kha-n1906-001792,lali,lali,adjective,word,123,0.975,no,pending,yes
1242,n1906-013,42,1:simple-historical-word,kha-n1906-001794,lalot,lalot,adjective,word,123,0.975,no,pending,yes
1243,n1906-013,43,1:simple-historical-word,kha-n1906-001795,lam,lam,verb,word,123,0.975,no,pending,yes
1244,n1906-013,44,1:simple-historical-word,kha-n1906-001796,lamdoh,lamdoh,verb,word,123,0.975,no,pending,yes
1245,n1906-013,45,1:simple-historical-word,kha-n1906-001798,lamher,lamher,adverb,word,124,0.975,no,pending,yes
1246,n1906-013,46,1:simple-historical-word,kha-n1906-001799,lamler,lamler,verb,word,124,0.975,no,pending,yes
1247,n1906-013,47,1:simple-historical-word,kha-n1906-001800,lamphrang,lamphrang,verb,word,124,0.975,no,pending,yes
1248,n1906-013,48,1:simple-historical-word,kha-n1906-001801,lamwir,lamwir,adjective,word,124,0.975,no,pending,yes
1249,n1906-013,49,1:simple-historical-word,kha-n1906-001802,lane,lane,conjunction,word,124,0.975,no,pending,yes
1250,n1906-013,50,1:simple-historical-word,kha-n1906-001773,lang,lang,adverb,word,122,0.975,no,pending,yes
1251,n1906-013,51,1:simple-historical-word,kha-n1906-001779,langtati,langtati,noun,word,122,0.975,no,pending,yes
1252,n1906-013,52,1:simple-historical-word,kha-n1906-001805,lanymwei,lanymwei,adverb,word,124,0.975,no,pending,yes
1253,n1906-013,53,1:simple-historical-word,kha-n1906-001806,lap,lap,verb,word,124,0.975,no,pending,yes
1254,n1906-013,54,1:simple-historical-word,kha-n1906-001807,lapadong,lapadong,noun,word,124,0.975,no,pending,yes
1255,n1906-013,55,1:simple-historical-word,kha-n1906-001812,laplah,laplah,adverb,word,124,0.975,no,pending,yes
1256,n1906-013,56,1:simple-historical-word,kha-n1906-001813,larkam,larkam,adjective,word,125,0.975,no,pending,yes
1257,n1906-013,57,1:simple-historical-word,kha-n1906-001815,laryndia,laryndia,noun,word,125,0.975,no,pending,yes
1258,n1906-013,58,1:simple-historical-word,kha-n1906-001816,lasawia,lasawia,adverb,word,125,0.975,no,pending,yes
1259,n1906-013,59,1:simple-historical-word,kha-n1906-001818,lashai,lashai,adverb,word,125,0.975,no,pending,yes
1260,n1906-013,60,1:simple-historical-word,kha-n1906-001820,lashisngi,lashisngi,noun,word,125,0.975,no,pending,yes
1261,n1906-013,61,1:simple-historical-word,kha-n1906-001821,lasiit,lasiit,adverb,word,125,0.975,no,pending,yes
1262,n1906-013,62,1:simple-historical-word,kha-n1906-001817,lasir,lasir,noun,word,125,0.975,no,pending,yes
1263,n1906-013,63,1:simple-historical-word,kha-n1906-001822,latai,latai,noun,word,125,0.975,no,pending,yes
1264,n1906-013,64,1:simple-historical-word,kha-n1906-001823,lati,lati,adjective,word,125,0.975,no,pending,yes
1265,n1906-013,65,1:simple-historical-word,kha-n1906-001825,latohtih,latohtih,noun,word,125,0.975,no,pending,yes
1266,n1906-013,66,1:simple-historical-word,kha-n1906-001803,lauo,lauo,adverb,word,124,0.975,no,pending,yes
1267,n1906-013,67,1:simple-historical-word,kha-n1906-001830,lawlynnong,lawlynnong,noun,word,126,0.975,no,pending,yes
1268,n1906-013,68,1:simple-historical-word,kha-n1906-001831,lbaug,lbaug,adverb,word,126,0.975,no,pending,yes
1269,n1906-013,69,1:simple-historical-word,kha-n1906-001833,lboit,lboit,adverb,word,126,0.975,no,pending,yes
1270,n1906-013,70,1:simple-historical-word,kha-n1906-001832,lbong,lbong,noun,word,126,0.975,no,pending,yes
1271,n1906-013,71,1:simple-historical-word,kha-n1906-001857,lchmynleh,lchmynleh,verb,word,127,0.975,no,pending,yes
1272,n1906-013,72,1:simple-historical-word,kha-n1906-001844,ldang,ldang,adverb,word,126,0.975,no,pending,yes
1273,n1906-013,73,1:simple-historical-word,kha-n1906-001845,ldat,ldat,adverb,word,127,0.975,no,pending,yes
1274,n1906-013,74,1:simple-historical-word,kha-n1906-001846,ldui,ldui,adverb,word,127,0.975,no,pending,yes
1275,n1906-013,75,1:simple-historical-word,kha-n1906-001859,lebrit,lebrit,verb,word,128,0.975,no,pending,yes
1276,n1906-013,76,1:simple-historical-word,kha-n1906-001853,lehdiaw,lehdiaw,verb,word,127,0.975,no,pending,yes
1277,n1906-013,77,1:simple-historical-word,kha-n1906-001851,lehkdi,lehkdi,verb,word,127,0.975,no,pending,yes
1278,n1906-013,78,1:simple-historical-word,kha-n1906-001852,lehkhynraw,lehkhynraw,verb,word,127,0.975,no,pending,yes
1279,n1906-013,79,1:simple-historical-word,kha-n1906-001860,lehroh,lehroh,verb,word,128,0.975,no,pending,yes
1280,n1906-013,80,1:simple-historical-word,kha-n1906-001861,lehrong,lehrong,verb,word,128,0.975,no,pending,yes
1281,n1906-013,81,1:simple-historical-word,kha-n1906-001862,lehsa,lehsa,verb,word,128,0.975,no,pending,yes
1282,n1906-013,82,1:simple-historical-word,kha-n1906-001863,lehse,lehse,adverb,word,128,0.975,no,pending,yes
1283,n1906-013,83,1:simple-historical-word,kha-n1906-001864,lehsih,lehsih,verb,word,128,0.975,no,pending,yes
1284,n1906-013,84,1:simple-historical-word,kha-n1906-001865,lehsting,lehsting,verb,word,128,0.975,no,pending,yes
1285,n1906-013,85,1:simple-historical-word,kha-n1906-001868,lei,lei,adverb,word,128,0.975,no,pending,yes
1286,n1906-013,86,1:simple-historical-word,kha-n1906-001879,leitkhyndew,leitkhyndew,verb,word,129,0.975,no,pending,yes
1287,n1906-013,87,1:simple-historical-word,kha-n1906-001884,leitrud,leitrud,verb,word,129,0.975,no,pending,yes
1288,n1906-013,88,1:simple-historical-word,kha-n1906-001847,lengleng,lengleng,adverb,word,127,0.975,no,pending,yes
1289,n1906-013,89,1:simple-historical-word,kha-n1906-001888,lep,lep,adverb,word,130,0.975,no,pending,yes
1290,n1906-013,90,1:simple-historical-word,kha-n1906-001892,lew,lew,adverb,word,130,0.975,no,pending,yes
1291,n1906-013,91,1:simple-historical-word,kha-n1906-001895,lhen,lhen,adverb,word,130,0.975,no,pending,yes
1292,n1906-013,92,1:simple-historical-word,kha-n1906-001896,lhep,lhep,adverb,word,130,0.975,no,pending,yes
1293,n1906-013,93,1:simple-historical-word,kha-n1906-001897,lhieh,lhieh,adjective,word,131,0.975,no,pending,yes
1294,n1906-013,94,1:simple-historical-word,kha-n1906-001898,lhon,lhon,adverb,word,131,0.975,no,pending,yes
1295,n1906-013,95,1:simple-historical-word,kha-n1906-001900,li,li,adverb,word,131,0.975,no,pending,yes
1296,n1906-013,96,1:simple-historical-word,kha-n1906-001901,liak,liak,adverb,word,131,0.975,no,pending,yes
1297,n1906-013,97,1:simple-historical-word,kha-n1906-001904,liam,liam,adverb,word,131,0.975,no,pending,yes
1298,n1906-013,98,1:simple-historical-word,kha-n1906-001905,lian,lian,adverb,word,131,0.975,no,pending,yes
1299,n1906-013,99,1:simple-historical-word,kha-n1906-001902,liang,liang,noun,word,131,0.975,no,pending,yes
1300,n1906-013,100,1:simple-historical-word,kha-n1906-001911,liaw,liaw,adverb,word,131,0.975,no,pending,yes
1301,n1906-014,1,1:simple-historical-word,kha-n1906-001912,lieb,lieb,adverb,word,131,0.975,no,pending,yes
1302,n1906-014,2,1:simple-historical-word,kha-n1906-001916,lieh,lieh,adjective,word,132,0.975,no,pending,yes
1303,n1906-014,3,1:simple-historical-word,kha-n1906-001918,liem,liem,verb,word,132,0.975,no,pending,yes
