record_id,headword_candidate,normalized,part_of_speech,entry_type,historical_gloss_raw,source_page_approx,ocr_confidence,review_priority,existing_master,verification_status,human_review_required
kha-n1906-003439,'siar-sla,'siar-sla,noun,compound,gold leaf.,223,0.975,1,no,pending,yes
kha-n1906-003440,'siar-tylli,'siar-tylli,noun,compound,solid gold ; a solid gold earring.,223,0.975,1,no,pending,yes
kha-n1906-003435,'siarkha,'siarkha,noun,word,"a wristlet (ornamental and hollow ones),",223,0.975,1,no,pending,yes
kha-n1906-003436,'siarkhang,'siarkhang,noun,word,an earring resembling the shape of a fan.,223,0.975,1,no,pending,yes
kha-n1906-003458,'siewtun-u siewjia,'siewtun-u siewjia,pronoun,phrase,"] fSing, w, n. a lion. S'ing, n, ginger, (same as sping), 'sing, {abbrei). of ""ksing""), ka, n, a drum. *sing-dum-dum, 'sing4ynghai, 'sing march, = the diflferent ways of drum-beatings in a Khasi female dance. *sing'dymphong, ka, n, a small musical instrument made with soft split reeds and played as a drum. fSing-mana, ka, n. boundary, 'sing-mastieh, 'sing-shadwait, = the different ways of beating a drum in a sword dance of males. t Bengali. 204 SING-NAKRA SLANG 'sing-nakra, ka^ n. a big drum.",224,0.975,1,no,pending,yes
kha-n1906-003459,'sing-nalai,'sing-nalai,noun,compound,"a long conical drum like a tom-tom. 'sing-padiah, Tca^ n. a small drum. — Sih (suffix) =foul, indecent, bad, unpleasant, [as, kren-se/z, leh- sihi sngew-s«7i, etc.] *si-lud, w. a young cow or bull. *si-lyngraw, n. a young-bull.",225,0.975,1,no,pending,yes
kha-n1906-003614,'suid-lam-iap,'suid-lam-iap,noun,compound,"the executor of God's decree to carry away the souls of men ; he is represented as a gigantic being and wearing long dishevelled hair, each of whose teeth is as big as an axe.",235,0.975,1,no,pending,yes
kha-n1906-003615,'suid-nia,'suid-nia,noun,compound,the spmt of the first grand maternal uncle of the clan.,235,0.975,1,no,pending,yes
kha-n1906-003617,'suit-nam,'suit-nam,noun,compound,"matter mixed with blood. ^ 'suitan, see """,235,0.975,1,no,pending,yes
kha-n1906-003704,'tang-duma,'tang-duma,noun,compound,"a hookah, a hubble-bubble.",240,0.975,1,no,pending,yes
kha-n1906-003705,'tangnguid,'tangnguid,noun,word,"gullet, (same as tangs^w). 'tangmuri, ka^ n. a pipe used in a Khasi dance.",240,0.975,1,no,pending,yes
kha-n1906-003800,'thei-iaw,'thei-iaw,noun,compound,"a woman of advanced age ; an elderly woman,",248,0.975,1,no,pending,yes
kha-n1906-003801,'thei-sotti,'thei-sotti,noun,compound,a virgin.,248,0.975,1,no,pending,yes
kha-n1906-003874,'ti-duh,'ti-duh,noun,compound,"the last finger. Tied, V. to strike, to knock, to beat.",254,0.975,1,no,pending,yes
kha-n1906-003877,'tien-bania,'tien-bania,noun,compound,"an incorrect way of speaking a foreign tongue* The idea is taken from the way goldsmiths from the plains speak the Khasi language,",255,0.975,1,no,pending,yes
kha-n1906-003878,'tien-biria,'tien-biria,noun,compound,"jokes. [^Imit. 'tien biria-birai.] *tien-kai, ka, n. sham words, jokes. *tien-ngiah ngiah, hi, n. words spoken in soft and highly polished style,",255,0.975,1,no,pending,yes
kha-n1906-003879,'tien-jali-ja-um,'tien-jali-ja-um,noun,compound,"soft sweet words,",255,0.975,1,no,pending,yes
kha-n1906-003880,'tien-lyngkut,'tien-lyngkut,noun,compound,"laconic speech, blunt words,",255,0.975,1,no,pending,yes
kha-n1906-003881,'tien-tharshiah,'tien-tharshiah,noun,compound,"words which give pain to one against whom they are spoken,",255,0.975,1,no,pending,yes
kha-n1906-003882,'tien-woh-nia,'tien-woh-nia,noun,compound,"words spoken with a view to pick a quarrel. Tiew, V. to boil, to put a cooking vessel over the fire, 'tiew, {ahhrev. of ""syntiew""), u, n. a flower. *tiew-klong, ii, n. Dendrobhim Nobile, a species of orchid,",255,0.975,1,no,pending,yes
kha-n1906-003886,'tiew-jalyngksiang,'tiew-jalyngksiang,noun,compound,"the rhododendron. *tiew-jami-iang, w, n> the violet (flower). 283 »TIEW.JAPANG TIP-DUK *tiew-japang, u, n. the bluebell. *tiew-lapongndi, u, w, a kind of flower having sweet smelliug leaves. *tiew-lasi3r, w, n. a species of orchii.",256,0.975,1,no,pending,yes
kha-n1906-003883,'tiew-knup mawiang,'tiew-knup mawiang,noun,phrase,"the ladies' slipper, Cypripediumt (orchid).",255,0.975,1,no,pending,yes
kha-n1906-003887,'tiew-lasubon,'tiew-lasubon,noun,compound,"tlio tender leaf holding the flower of a cevtain plant of a yt llowish colour resembling that of a pine -apple which is used by women to decorate their hair. *tiew-myngngor syng-un, «, n. marigold. *tiew-pathai-khub6r, u, n. a flower, the sweet smell of which can be perceived from a distance only. *tiew-phkn, w, n. the dahlia ; potato flower.",256,0.975,1,no,pending,yes
kha-n1906-003889,'tiew-thylliej-tangmuri,'tiew-thylliej-tangmuri,noun,compound,"blythia flower. *tiew-tyrkhang, «, n. a sweet-smelling fern. Ting, V, to call a dog or a fowl or any animal, to address. Ting-khun, v, to own a child as one's own. Tih, V, to dig ; to discuss.",256,0.975,1,no,pending,yes
kha-n1906-003873,'tikmie,'tikmie,noun,word,"a thumb,",254,0.975,1,no,pending,yes
kha-n1906-003885,'tisw-eit,'tisw-eit,noun,compound,a flower (of a fruit tree) which does not bear fruit.,255,0.975,1,no,pending,yes
kha-n1906-002410,'uam-tympem,'uam-tympem,noun,compound,one of the three arrows shot from the funeral pyre.,155,0.975,1,no,pending,yes
kha-n1906-004060,'wai-sohpari,'wai-sohpari,noun,compound,"dried areca nut. Wait, ka^ n. a dao^ a lieayy large bladed knife. Wait-bnoh, ka) n. a da with a crooked head. Wait-khmnt, ka^ n. same as '* wait-bnoh. """,269,0.975,1,no,pending,yes
kha-n1906-004057,'wdi-dong,'wdi-dong,noun,compound,rolled or prepared betel-nut; a hhili (Hindi.),269,0.975,1,no,pending,yes
kha-n1906-000049,a-iu,a-iu,pronoun,compound,"what. A-iu-re-aiu, 7i. something. Ale, V. imper. come.",8,0.975,1,no,pending,yes
kha-n1906-000016,abir,abir,noun,word,red i^owder used in the Holi festival.,6,0.975,1,no,pending,yes
kha-n1906-000020,adda,adda,noun,word,"a stage for changing horses, dak- runners' etc.",6,0.975,1,no,pending,yes
kha-n1906-000021,ade,ade,adverb,word,"may be, perhaps (same as ide) ; [as, "" ade dum ka bneng kumne ba'n slap, mo.""j; — int. to express surprise or approba- tion.",6,0.975,1,no,pending,yes
kha-n1906-000022,ado,ado,interjection,word,"Oho ! yAdong, ka, n. prohibition; — v. to prohibit. {Imit. adong-adit.] ^Adili'-lanot ! } '''^' '^^^ ^'^ ^^ • °^'^^^«""^ ""^^ '' Adykar ! "") adv. thoughtfully, economically, moderately ; [as, "" bam Adkar ! j"" adkar, dih adkat-y^ Ang, 7). to open, to crack. Ang-aug, c^fZy. in the open sun; [as ""wat leit shah ha ka sngi ang-aiig.^^^ Ang-um, V. {lit. to open the mouth on account of thirst) ; to bo in a fix. JAngel,",6,0.975,1,no,pending,yes
kha-n1906-000025,ahor,ahor,noun,word,"a marshy place, a swamp. Ai, V. to give, to bestow. I * Hiudi. I + Englisli. AIA AI-NONG *Aia, hat n. Ayah.",6,0.975,1,no,pending,yes
kha-n1906-000041,ai lait-lan,ai lait-lan,verb,phrase,"to let loose, to give one his own inclination. Ai-li, V. to give one his own way.",7,0.975,1,no,pending,yes
kha-n1906-000028,ai-'baibat,ai-'baibat,verb,compound,"to pay ready money. v""",6,0.975,1,no,pending,yes
kha-n1906-000026,ai-bai-siew,ai-bai-siew,verb,compound,"to give money for buying things at a time, as, on a hat-dsLj. [",6,0.975,1,no,pending,yes
kha-n1906-000029,ai-bainong,ai-bainong,verb,compound,"to give wages, to reward. [ImU. ai-bainong ai-baini.]",6,0.975,1,no,pending,yes
kha-n1906-000030,ai-baishun,ai-baishun,verb,compound,"to give or pay a paltry sum of money. Ai-bat, V, to give one to hold, to entrust with. ^/Ai-b(5r, v. to authorise, to strengthen, to empower. [ImiL aibor ai-sor.]",6,0.975,1,no,pending,yes
kha-n1906-000031,ai-bud-ndm,ai-bud-ndm,verb,compound,to slander ; to defame.,7,0.975,1,no,pending,yes
kha-n1906-000040,ai-huspai,ai-huspai,verb,compound,"to indulge. v^Ai-lad, V. to give opportunity, to help. [Inui. ailad-ailynti.]",7,0.975,1,no,pending,yes
kha-n1906-000032,ai-kai,ai-kai,verb,compound,"to give for a time, to pretend to give. *Ai-kaiphod, [legal), v. to give explanation. v/",7,0.975,1,no,pending,yes
kha-n1906-000033,ai-kam,ai-kam,verb,compound,to give employment. [Imil. aikam-aijam.],7,0.975,1,no,pending,yes
kha-n1906-000034,ai-khawduh,ai-khawduh,verb,compound,"to leave unlooked or uncared for, to be outcasted.",7,0.975,1,no,pending,yes
kha-n1906-000035,ai-khusnam,ai-khusnam,verb,compound,to confer honour for meritorious conduct.,7,0.975,1,no,pending,yes
kha-n1906-000036,ai-ksew,ai-ksew,verb,compound,to put a dog on the scent.,7,0.975,1,no,pending,yes
kha-n1906-000037,ai-ksnid or ai-ksuid-briew,ai-ksnid or ai-ksuid-briew,verb,phrase,to kill or bring disease on a person by the agency of devils. [Imit. aiksuid-aikhrei.],7,0.950,1,no,pending,yes
kha-n1906-000038,ai-kum,ai-kum,noun,compound,a Synteng ceremony which a man performs on leaving his mother's or relative's house in order to go and live with his wife and children. [ImU. aikum-aiklong.] v-,7,0.950,1,no,pending,yes
kha-n1906-000039,ai-kylliang,ai-kylliang,verb,compound,"to give a loan. [Imit. ai kylliang-aipalat.] / Ai-da\v, V. to give an excuse ; to give reason for. [Imit. aidaw-ai- dong.] , Ai-ei, V. to give freely or gratis. vAi-nguh, V. to give thanks. [ImU. ainguh-aidem.]",7,0.975,1,no,pending,yes
kha-n1906-000042,ai-mon,ai-mon,verb,compound,"to give one his own will. """,7,0.975,1,no,pending,yes
kha-n1906-000044,ai-nishan,ai-nishan,verb,compound,"to name, to point out, to cite, identify. ^ Ai-iiong, V. to give out a work or load to be done or carried on hire. [Imit. ainong-aini.] * Hindi. AIOM APOD Aiom, ha^ n. season, time. Ai-pop, V. to charge with, to blame for. Ai-reng, v, to present the horn (bull-fighting) ; to oppose ; to confront.",7,0.975,1,no,pending,yes
kha-n1906-000045,ai-rong,ai-rong,verb,compound,to paint. \Imit. airong-airup.] i/,8,0.950,1,no,pending,yes
kha-n1906-000046,ai-sakhi,ai-sakhi,verb,compound,"to give evidence. \Imit. ai-sakhi-ai-satar.] Ai-sboh, IK to manure. vA.i-shah, v. to give on credit. \Imit. aishah-aisham.]",8,0.975,1,no,pending,yes
kha-n1906-000047,ai-siew,ai-siew,verb,compound,to sell a thing on payment of its cost price. [,8,0.950,1,no,pending,yes
kha-n1906-000043,aiu,aiu,noun,word,"law, statute. [ImU. ka aiii-ka kanun.]",7,0.950,1,no,pending,yes
kha-n1906-000017,ak,ak,interjection,word,ah ! ejaculation of disgust at an unpleasant smell.,6,0.975,1,no,pending,yes
kha-n1906-000019,akher-ka-sngi,akher-ka-sngi,noun,compound,"Domesday. ' A-khia, ?/, n. {colloquial) an earnest man. *Ak6r, ka, n. behaviour, conduct. . _,. j' > int. Oho ! dear me ! (expressing acute bodily pain).",6,0.975,1,no,pending,yes
kha-n1906-000018,aku,aku,interjection,word,expressing disgust at a bad smell.,6,0.975,1,no,pending,yes
kha-n1906-000050,alhia,alhia,adjective,word,"lazy, idle. [Imit, alhia-alput.]",8,0.950,1,no,pending,yes
kha-n1906-000051,along,along,noun,word,"a lock-up, a Kajut. Am, V. to bite, to plant the teeth in ; — imper. only^ give me.",8,0.975,1,no,pending,yes
kha-n1906-000052,ama or amai,ama or amai,interjection,phrase,oh ! (in case of a narrow escape).,8,0.975,1,no,pending,yes
kha-n1906-000054,amrang,amrang,noun,word,"harsh tone, empty words.",8,0.975,1,no,pending,yes
kha-n1906-000057,an-na,an-na,adjective,compound,idiotic.,8,0.975,1,no,pending,yes
kha-n1906-000055,ana,ana,noun,word,anna ( ^-g of a rupee) .,8,0.975,1,no,pending,yes
kha-n1906-000024,angret,angret,noun,word,"a dare-devil (from Hindustani Angrez). Ah, V. {colloquial) to cut ; — int. ah !",6,0.975,1,no,pending,yes
kha-n1906-000056,ani,ani,interjection,word,"Oh ! (whenin pain or surprise). fAnipot, ha, n. misfortune.",8,0.975,1,no,pending,yes
kha-n1906-000058,antad,antad,verb,word,"to guess, to conjecture ; — adv. by way of conjecture ; moderately. Sind. andaz.",8,0.975,1,no,pending,yes
kha-n1906-000059,antra,antra,noun,word,"chorus. Ap, V. to wait, to stay for.",8,0.975,1,no,pending,yes
kha-n1906-000060,ap-dien,ap-dien,verb,compound,"to guard or watch from behind. \_Imit. apdien- apbud.] *Aphing, Aphim,",8,0.975,1,no,pending,yes
kha-n1906-000062,ap-phira,ap-phira,verb,compound,"to guard as a sentinel. t Apod, ha",8,0.975,1,no,pending,yes
kha-n1906-000061,aphin,aphin,noun,word,opium.,8,0.975,1,no,pending,yes
kha-n1906-000064,ar,ar,adjective,word,two.,9,0.975,1,no,pending,yes
kha-n1906-000067,arbaliang,arbaliang,adjective,word,both sides (of a dispute).,9,0.975,1,no,pending,yes
kha-n1906-000065,arban,arban,adjective,word,"two-fold, double.",9,0.975,1,no,pending,yes
kha-n1906-000066,arbriew,arbriew,noun,word,"two shares, two votes.",9,0.975,1,no,pending,yes
kha-n1906-000068,arbud,arbud,adjective,word,"two folds (of twisted-thread). Arbyteng, | ^,^^ ^^_ ^ .^.^^ ^^^ ^^^^ things). Arbteng, j",9,0.975,1,no,pending,yes
kha-n1906-000072,ardeng,ardeng,noun,word,"two pairs of ornaments. Arduna shisuka, a, Re. 1 annas 12 ; so also arduna-ar-anna.= Re. 1 annas 14, etc.",9,0.975,1,no,pending,yes
kha-n1906-000074,ari,ari,interjection,word,an ejaculation expressing a sensation of cold.,9,0.975,1,no,pending,yes
kha-n1906-000069,arkhap,arkhap,noun,word,"a cleft, a narrow place between two up-rising mounds, a gorge.",9,0.975,1,no,pending,yes
kha-n1906-000070,arkhep,arkhep,noun,word,two occasious.,9,0.975,1,no,pending,yes
kha-n1906-000071,arklur,arklur,noun,word,"two crores. Arkup, A-«, n. two suits of clothes (said of wrappers or shawls).",9,0.975,1,no,pending,yes
kha-n1906-000076,arlak,arlak,noun,word,two lakhs.,9,0.975,1,no,pending,yes
kha-n1906-000075,arldd-nm,arldd-nm,noun,compound,"the junction of two rivers. See sdad, slika.",9,0.975,1,no,pending,yes
kha-n1906-000077,arliang,arliang,noun,word,"two sides ; — ad. into two parts, in halves.",9,0.975,1,no,pending,yes
kha-n1906-000078,arliang niamla,arliang niamla,noun,phrase,"two contending parties. Armet, ha^ n. {lit. two bodies) hence to be in the family way.",9,0.975,1,no,pending,yes
kha-n1906-000073,arngat,arngat,adjective,word,"two (persons). Arhajar, ha^ n. two thousand.",9,0.975,1,no,pending,yes
kha-n1906-000082,aro,aro,interjection,word,"{colloquial), there you are !",9,0.975,1,no,pending,yes
kha-n1906-000079,arpateng,arpateng,noun,word,"two steps, two generations.",9,0.975,1,no,pending,yes
kha-n1906-000080,arphew,arphew,adjective,word,tweaty.,9,0.975,1,no,pending,yes
kha-n1906-000081,arpiah,arpiah,noun,word,lis. 2 annas 8. i',9,0.975,1,no,pending,yes
kha-n1906-000083,arsap,arsap,adjective,word,"two-fold, hypocritical.",9,0.975,1,no,pending,yes
kha-n1906-000085,arsh'ing,arsh'ing,noun,word,"{lit. two cowries) hence 2 pice — when used along with annas, as, liii-arsh'ing =",9,0.975,1,no,pending,yes
kha-n1906-000084,arshah,arshah,adverb,word,"doubly,"" twice as much.",9,0.975,1,no,pending,yes
kha-n1906-000087,arsut,arsut,adverb,word,downwards. t Bengali (^t^).,9,0.975,1,no,pending,yes
kha-n1906-000088,artat atoskhana ' artat,artat atoskhana ' artat,adverb,phrase,"besides, at the same time [as, "" u trei bad ka siaw artai""^^ ; on the Avav, on passing by [as, *' wan khot artat ynda phi leit, ho.""]",9,0.975,1,no,pending,yes
kha-n1906-000089,artatien,artatien,adjective,word,"doiibtfal. Arteng"", ad. two occasions A rtet, adv. np, upwards, northwards.",10,0.975,1,no,pending,yes
kha-n1906-000090,arwat,arwat,adverb,word,"twice, two fokls (of string).",10,0.975,1,no,pending,yes
kha-n1906-000091,asbab,asbab,noun,word,"luggage. *Asha,r, ka, n. preserved fruits or vegetables, chutney.",10,0.975,1,no,pending,yes
kha-n1906-000092,asir,asir,noun,word,a toll at Lakhat Bazar in Kliyrim. [^Imit. ka dan ka asir.],10,0.975,1,no,pending,yes
kha-n1906-000002,assam administratio,assam administratio,noun,phrase,"Agents In India (O Mes*rs. Th»cWer, Spinlc & Co.,",1,0.975,1,no,pending,yes
kha-n1906-000093,astor,astor,noun,word,"the plastering with lime. At, V. to swell, to bulge out, to harbour ill feelings.",10,0.975,1,no,pending,yes
kha-n1906-000096,at-bylleu,at-bylleu,verb,compound,to swell as if affected with nettle-rash.,10,0.975,1,no,pending,yes
kha-n1906-000102,at-mytung,at-mytung,verb,compound,"to swell prominently, same aa At-mttmg. Atnud, xi. to feel revengeful, to envy.",10,0.975,1,no,pending,yes
kha-n1906-000103,at-pateng-pateng,at-pateng-pateng,verb,reduplication,to form swellings here and there.,10,0.975,1,no,pending,yes
kha-n1906-000104,at-phyllung,at-phyllung,verb,compound,to roll in waves.,10,0.975,1,no,pending,yes
kha-n1906-000094,ata,ata,noun,word,flour.,10,0.975,1,no,pending,yes
kha-n1906-000095,atad,atad,noun,word,a compound of a house.,10,0.975,1,no,pending,yes
kha-n1906-000097,atbylliang,atbylliang,noun,word,"swelling as if caused by a lash of a whip. At-khu, V. to be envious of. jAtkpoh, V, to have flatulence. [Imit. atkpoh-atsnier.] At-kuda, V. to be formed into a notch. """,10,0.975,1,no,pending,yes
kha-n1906-000098,atiar,atiar,noun,word,"instrument, weapon {Hind. Hatiar).",10,0.950,1,no,pending,yes
kha-n1906-000099,atjalyngkhiang,atjalyngkhiang,noun,word,"a glandular swelling. Al Vl "" ' \^'"" scoltlingj unlucky, obstinate. A j-11 • °' [ V, io swell all over. Atlbmg, )",10,0.975,1,no,pending,yes
kha-n1906-000100,atlyngkding,atlyngkding,verb,word,to swell (of the abdomen).,10,0.975,1,no,pending,yes
kha-n1906-000101,atmiang,atmiang,verb,word,to have the mumps.,10,0.975,1,no,pending,yes
kha-n1906-000106,ator,ator,noun,word,sweet scent.,10,0.975,1,no,pending,yes
kha-n1906-000107,atoskhana,atoskhana,noun,word,"chimney. * Hindi. AT-TOP BANG At-top, V. to be dropsical. Awa], / j^^^ ^^ voice, sound. ""Aw at, ) Aw-aw, (ml-), ad. importunately (crave) . [As, "" u ud aw-aw kum u b'ym ioli ka ja ba'n bam ruli.""]",10,0.975,1,no,pending,yes
kha-n1906-000105,atsohkhliang,atsohkhliang,verb,word,to have an excrescence on the body.,10,0.975,1,no,pending,yes
kha-n1906-000108,awria,awria,adjective,word,"licentious. B. B, the second letter in tbe Kliasi alphabet.",10,0.975,1,no,pending,yes
kha-n1906-000315,b'ym,b'ym,phrase,phrase,"that. ..not, because it is not. (It is a contraction of ba + ym.)",23,0.975,1,no,pending,yes
kha-n1906-000316,b'ymdei,b'ymdei,adjective,word,"improper, not right. (Ba -f ymdei.)",23,0.975,1,no,pending,yes
kha-n1906-000317,b'ymjukut,b'ymjukut,adjective,word,eternal.,23,0.975,1,no,pending,yes
kha-n1906-000318,b'ymler,b'ymler,adjective,word,"good for nothing. * Hindi. | t Hcugali, l> 18",23,0.975,1,no,pending,yes
kha-n1906-000109,ba,ba,conjunction,word,"that, for, inasmuch as, since. 2. As a 'prefix^ it forms Adj.^ as, ict^bha. 3. As a suffix, it forms a",11,0.975,1,no,pending,yes
